"Original","Masked","Field","RowIndex"
"On or near New Change","GFWAN7mR6GR6","Location","499"
"City of London Police","fLrvQqOIz9do","Reported by","500"
"City of London Police","fLrvQqOIz9do","Falls within","500"
"On or near New London Street","kIwi4X783cZ8","Location","500"
"City of London Police","fLrvQqOIz9do","Reported by","501"
"City of London Police","fLrvQqOIz9do","Falls within","501"
"On or near New Street","AQJUM6v79PO+","Location","501"
"City of London Police","fLrvQqOIz9do","Reported by","502"
"City of London Police","fLrvQqOIz9do","Falls within","502"
"On or near Widegate Street","/y8mYHoAQTLI","Location","502"
"City of London Police","fLrvQqOIz9do","Reported by","503"
"City of London Police","fLrvQqOIz9do","Falls within","503"
"On or near New London Street","kIwi4X783cZ8","Location","503"
"City of London Police","fLrvQqOIz9do","Reported by","504"
"City of London Police","fLrvQqOIz9do","Falls within","504"
"On or near London Liverpool Street","wSjScPkT76e5","Location","504"
"City of London Police","fLrvQqOIz9do","Reported by","505"
"City of London Police","fLrvQqOIz9do","Falls within","505"
"On or near Bishopsgate","CH41hlAxajZp","Location","505"
"City of London Police","fLrvQqOIz9do","Reported by","506"
"City of London Police","fLrvQqOIz9do","Falls within","506"
"On or near Artillery Lane","rpGBkGFkIk2l","Location","506"
"City of London Police","fLrvQqOIz9do","Reported by","507"
"City of London Police","fLrvQqOIz9do","Falls within","507"
"On or near Finch Lane","cW1AWnntcpSD","Location","507"
"City of London Police","fLrvQqOIz9do","Reported by","508"
"City of London Police","fLrvQqOIz9do","Falls within","508"
"On or near Eastcheap","5CMQagL2W7dM","Location","508"
"City of London Police","fLrvQqOIz9do","Reported by","509"
"City of London Police","fLrvQqOIz9do","Falls within","509"
"On or near Lovat Lane","iIpKwhyoBdec","Location","509"
"City of London Police","fLrvQqOIz9do","Reported by","510"
"City of London Police","fLrvQqOIz9do","Falls within","510"
"On or near Tokenhouse Yard","eTSLRXj7wqqD","Location","510"
"City of London Police","fLrvQqOIz9do","Reported by","511"
"City of London Police","fLrvQqOIz9do","Falls within","511"
"On or near Victoria Avenue","AqEic1Ve0RZS","Location","511"
"City of London Police","fLrvQqOIz9do","Reported by","512"
"City of London Police","fLrvQqOIz9do","Falls within","512"
"On or near Circus Place","MoKITRuLqSzo","Location","512"
"City of London Police","fLrvQqOIz9do","Reported by","513"
"City of London Police","fLrvQqOIz9do","Falls within","513"
"On or near Dean'S Court","B/kFemdwZxqG","Location","513"
"City of London Police","fLrvQqOIz9do","Reported by","514"
"City of London Police","fLrvQqOIz9do","Falls within","514"
"On or near New Change","GFWAN7mR6GR6","Location","514"
"City of London Police","fLrvQqOIz9do","Reported by","515"
"City of London Police","fLrvQqOIz9do","Falls within","515"
"On or near Finch Lane","cW1AWnntcpSD","Location","515"
"City of London Police","fLrvQqOIz9do","Reported by","516"
"City of London Police","fLrvQqOIz9do","Falls within","516"
"On or near Supermarket","R0V5P6N9Gx/1","Location","516"
"City of London Police","fLrvQqOIz9do","Reported by","517"
"City of London Police","fLrvQqOIz9do","Falls within","517"
"On or near Crutched Friars","Xx1u9dOHmIgj","Location","517"
"City of London Police","fLrvQqOIz9do","Reported by","518"
"City of London Police","fLrvQqOIz9do","Falls within","518"
"On or near A10","o78y9kdU59XX","Location","518"
"City of London Police","fLrvQqOIz9do","Reported by","519"
"City of London Police","fLrvQqOIz9do","Falls within","519"
"On or near Martin Lane","6og4MamycvXx","Location","519"
"City of London Police","fLrvQqOIz9do","Reported by","520"
"City of London Police","fLrvQqOIz9do","Falls within","520"
"On or near Primrose Street","HjQFdtbrLWJJ","Location","520"
"City of London Police","fLrvQqOIz9do","Reported by","521"
"City of London Police","fLrvQqOIz9do","Falls within","521"
"On or near Bishopsgate","CH41hlAxajZp","Location","521"
"City of London Police","fLrvQqOIz9do","Reported by","522"
"City of London Police","fLrvQqOIz9do","Falls within","522"
"On or near Lombard Street","6YZPZPnj3KKK","Location","522"
"City of London Police","fLrvQqOIz9do","Reported by","523"
"City of London Police","fLrvQqOIz9do","Falls within","523"
"On or near Martin Lane","6og4MamycvXx","Location","523"
"City of London Police","fLrvQqOIz9do","Reported by","524"
"City of London Police","fLrvQqOIz9do","Falls within","524"
"On or near Primrose Street","HjQFdtbrLWJJ","Location","524"
"City of London Police","fLrvQqOIz9do","Reported by","525"
"City of London Police","fLrvQqOIz9do","Falls within","525"
"On or near Artillery Lane","rpGBkGFkIk2l","Location","525"
"City of London Police","fLrvQqOIz9do","Reported by","526"
"City of London Police","fLrvQqOIz9do","Falls within","526"
"On or near St Mary At Hill","+8lW+RYroZOg","Location","526"
"City of London Police","fLrvQqOIz9do","Reported by","527"
"City of London Police","fLrvQqOIz9do","Falls within","527"
"On or near Angel Lane","ol5E6DulF/gF","Location","527"
"City of London Police","fLrvQqOIz9do","Reported by","528"
"City of London Police","fLrvQqOIz9do","Falls within","528"
"On or near Bury Court","gh74KppoXhWl","Location","528"
"City of London Police","fLrvQqOIz9do","Reported by","529"
"City of London Police","fLrvQqOIz9do","Falls within","529"
"On or near New Change","GFWAN7mR6GR6","Location","529"
"City of London Police","fLrvQqOIz9do","Reported by","530"
"City of London Police","fLrvQqOIz9do","Falls within","530"
"On or near Kingscote Street","CxC6tFREXULb","Location","530"
"City of London Police","fLrvQqOIz9do","Reported by","531"
"City of London Police","fLrvQqOIz9do","Falls within","531"
"On or near Cloth Fair","y2jTDZgNMUj/","Location","531"
"City of London Police","fLrvQqOIz9do","Reported by","532"
"City of London Police","fLrvQqOIz9do","Falls within","532"
"On or near Giltspur Street","phyFp9i5uImP","Location","532"
"City of London Police","fLrvQqOIz9do","Reported by","533"
"City of London Police","fLrvQqOIz9do","Falls within","533"
"On or near Giltspur Street","phyFp9i5uImP","Location","533"
"City of London Police","fLrvQqOIz9do","Reported by","534"
"City of London Police","fLrvQqOIz9do","Falls within","534"
"On or near Cloth Street","QDa0P1QeWVjP","Location","534"
"City of London Police","fLrvQqOIz9do","Reported by","535"
"City of London Police","fLrvQqOIz9do","Falls within","535"
"On or near Chancery Lane","hF97FJOsX26Q","Location","535"
"City of London Police","fLrvQqOIz9do","Reported by","536"
"City of London Police","fLrvQqOIz9do","Falls within","536"
"On or near Parking Area","fYKCWrLNHNL/","Location","536"
"City of London Police","fLrvQqOIz9do","Reported by","537"
"City of London Police","fLrvQqOIz9do","Falls within","537"
"On or near Cloth Fair","y2jTDZgNMUj/","Location","537"
"City of London Police","fLrvQqOIz9do","Reported by","538"
"City of London Police","fLrvQqOIz9do","Falls within","538"
"On or near Cock Lane","xBecoXEH8N2d","Location","538"
"City of London Police","fLrvQqOIz9do","Reported by","539"
"City of London Police","fLrvQqOIz9do","Falls within","539"
"On or near Fleet Street","bEFOpF4BRrVI","Location","539"
"City of London Police","fLrvQqOIz9do","Reported by","540"
"City of London Police","fLrvQqOIz9do","Falls within","540"
"On or near Parking Area","fYKCWrLNHNL/","Location","540"
"City of London Police","fLrvQqOIz9do","Reported by","541"
"City of London Police","fLrvQqOIz9do","Falls within","541"
"On or near Cloth Fair","y2jTDZgNMUj/","Location","541"
"City of London Police","fLrvQqOIz9do","Reported by","542"
"City of London Police","fLrvQqOIz9do","Falls within","542"
"On or near Cloth Fair","y2jTDZgNMUj/","Location","542"
"City of London Police","fLrvQqOIz9do","Reported by","543"
"City of London Police","fLrvQqOIz9do","Falls within","543"
"On or near Bride Lane","tI89gLY9NBfx","Location","543"
"City of London Police","fLrvQqOIz9do","Reported by","544"
"City of London Police","fLrvQqOIz9do","Falls within","544"
"On or near Newbury Street","fc1Bci/IlPPS","Location","544"
"City of London Police","fLrvQqOIz9do","Reported by","545"
"City of London Police","fLrvQqOIz9do","Falls within","545"
"On or near Temple Avenue","G8Y+Tl5ySPNl","Location","545"
"City of London Police","fLrvQqOIz9do","Reported by","546"
"City of London Police","fLrvQqOIz9do","Falls within","546"
"On or near Bride Lane","tI89gLY9NBfx","Location","546"
"City of London Police","fLrvQqOIz9do","Reported by","547"
"City of London Police","fLrvQqOIz9do","Falls within","547"
"On or near Rolls Buildings","REA3GA5hTCVe","Location","547"
"City of London Police","fLrvQqOIz9do","Reported by","548"
"City of London Police","fLrvQqOIz9do","Falls within","548"
"On or near Cloth Fair","y2jTDZgNMUj/","Location","548"
"City of London Police","fLrvQqOIz9do","Reported by","549"
"City of London Police","fLrvQqOIz9do","Falls within","549"
"On or near Bride Lane","tI89gLY9NBfx","Location","549"
"City of London Police","fLrvQqOIz9do","Reported by","550"
"City of London Police","fLrvQqOIz9do","Falls within","550"
"On or near Bride Lane","tI89gLY9NBfx","Location","550"
"City of London Police","fLrvQqOIz9do","Reported by","551"
"City of London Police","fLrvQqOIz9do","Falls within","551"
"On or near Giltspur Street","phyFp9i5uImP","Location","551"
"City of London Police","fLrvQqOIz9do","Reported by","552"
"City of London Police","fLrvQqOIz9do","Falls within","552"
"On or near Bride Lane","tI89gLY9NBfx","Location","552"
"City of London Police","fLrvQqOIz9do","Reported by","553"
"City of London Police","fLrvQqOIz9do","Falls within","553"
"On or near Temple Avenue","G8Y+Tl5ySPNl","Location","553"
"City of London Police","fLrvQqOIz9do","Reported by","554"
"City of London Police","fLrvQqOIz9do","Falls within","554"
"On or near Bride Lane","tI89gLY9NBfx","Location","554"
"City of London Police","fLrvQqOIz9do","Reported by","555"
"City of London Police","fLrvQqOIz9do","Falls within","555"
"On or near Bride Lane","tI89gLY9NBfx","Location","555"
"City of London Police","fLrvQqOIz9do","Reported by","556"
"City of London Police","fLrvQqOIz9do","Falls within","556"
"On or near Bride Lane","tI89gLY9NBfx","Location","556"
"City of London Police","fLrvQqOIz9do","Reported by","557"
"City of London Police","fLrvQqOIz9do","Falls within","557"
"On or near Bride Lane","tI89gLY9NBfx","Location","557"
"City of London Police","fLrvQqOIz9do","Reported by","558"
"City of London Police","fLrvQqOIz9do","Falls within","558"
"On or near Holborn","vOBhrXUu0TNA","Location","558"
"City of London Police","fLrvQqOIz9do","Reported by","559"
"City of London Police","fLrvQqOIz9do","Falls within","559"
"On or near Bride Lane","tI89gLY9NBfx","Location","559"
"City of London Police","fLrvQqOIz9do","Reported by","560"
"City of London Police","fLrvQqOIz9do","Falls within","560"
"On or near Bride Lane","tI89gLY9NBfx","Location","560"
"City of London Police","fLrvQqOIz9do","Reported by","561"
"City of London Police","fLrvQqOIz9do","Falls within","561"
"On or near Temple Avenue","G8Y+Tl5ySPNl","Location","561"
"City of London Police","fLrvQqOIz9do","Reported by","562"
"City of London Police","fLrvQqOIz9do","Falls within","562"
"On or near Kingscote Street","CxC6tFREXULb","Location","562"
"City of London Police","fLrvQqOIz9do","Reported by","563"
"City of London Police","fLrvQqOIz9do","Falls within","563"
"On or near Fleet Street","bEFOpF4BRrVI","Location","563"
"City of London Police","fLrvQqOIz9do","Reported by","564"
"City of London Police","fLrvQqOIz9do","Falls within","564"
"On or near Conference/Exhibition Centre","crNzIDeKqBqO","Location","564"
"City of London Police","fLrvQqOIz9do","Reported by","565"
"City of London Police","fLrvQqOIz9do","Falls within","565"
"On or near Conference/Exhibition Centre","crNzIDeKqBqO","Location","565"
"City of London Police","fLrvQqOIz9do","Reported by","566"
"City of London Police","fLrvQqOIz9do","Falls within","566"
"On or near Parking Area","fYKCWrLNHNL/","Location","566"
"City of London Police","fLrvQqOIz9do","Reported by","567"
"City of London Police","fLrvQqOIz9do","Falls within","567"
"On or near Police Station","p4DsdPMvBuWJ","Location","567"
"City of London Police","fLrvQqOIz9do","Reported by","568"
"City of London Police","fLrvQqOIz9do","Falls within","568"
"On or near Bride Lane","tI89gLY9NBfx","Location","568"
"City of London Police","fLrvQqOIz9do","Reported by","569"
"City of London Police","fLrvQqOIz9do","Falls within","569"
"On or near Bride Lane","tI89gLY9NBfx","Location","569"
"City of London Police","fLrvQqOIz9do","Reported by","570"
"City of London Police","fLrvQqOIz9do","Falls within","570"
"On or near Parking Area","fYKCWrLNHNL/","Location","570"
"City of London Police","fLrvQqOIz9do","Reported by","571"
"City of London Police","fLrvQqOIz9do","Falls within","571"
"On or near Bride Lane","tI89gLY9NBfx","Location","571"
"City of London Police","fLrvQqOIz9do","Reported by","572"
"City of London Police","fLrvQqOIz9do","Falls within","572"
"On or near Giltspur Street","phyFp9i5uImP","Location","572"
"City of London Police","fLrvQqOIz9do","Reported by","573"
"City of London Police","fLrvQqOIz9do","Falls within","573"
"On or near Parking Area","fYKCWrLNHNL/","Location","573"
"City of London Police","fLrvQqOIz9do","Reported by","574"
"City of London Police","fLrvQqOIz9do","Falls within","574"
"On or near Old Mitre Court","R6w5Q88jIH74","Location","574"
"City of London Police","fLrvQqOIz9do","Reported by","575"
"City of London Police","fLrvQqOIz9do","Falls within","575"
"On or near Cloth Fair","y2jTDZgNMUj/","Location","575"
"City of London Police","fLrvQqOIz9do","Reported by","576"
"City of London Police","fLrvQqOIz9do","Falls within","576"
"On or near Temple Avenue","G8Y+Tl5ySPNl","Location","576"
"City of London Police","fLrvQqOIz9do","Reported by","577"
"City of London Police","fLrvQqOIz9do","Falls within","577"
"On or near Bride Lane","tI89gLY9NBfx","Location","577"
"City of London Police","fLrvQqOIz9do","Reported by","578"
"City of London Police","fLrvQqOIz9do","Falls within","578"
"On or near Police Station","p4DsdPMvBuWJ","Location","578"
"City of London Police","fLrvQqOIz9do","Reported by","579"
"City of London Police","fLrvQqOIz9do","Falls within","579"
"On or near Giltspur Street","phyFp9i5uImP","Location","579"
"City of London Police","fLrvQqOIz9do","Reported by","580"
"City of London Police","fLrvQqOIz9do","Falls within","580"
"On or near Newbury Street","fc1Bci/IlPPS","Location","580"
"City of London Police","fLrvQqOIz9do","Reported by","581"
"City of London Police","fLrvQqOIz9do","Falls within","581"
"On or near Newbury Street","fc1Bci/IlPPS","Location","581"
"City of London Police","fLrvQqOIz9do","Reported by","582"
"City of London Police","fLrvQqOIz9do","Falls within","582"
"On or near Newbury Street","fc1Bci/IlPPS","Location","582"
"City of London Police","fLrvQqOIz9do","Reported by","583"
"City of London Police","fLrvQqOIz9do","Falls within","583"
"On or near Kinghorn Street","Mx5cCTTcniR5","Location","583"
"City of London Police","fLrvQqOIz9do","Reported by","584"
"City of London Police","fLrvQqOIz9do","Falls within","584"
"On or near Temple Avenue","G8Y+Tl5ySPNl","Location","584"
"City of London Police","fLrvQqOIz9do","Reported by","585"
"City of London Police","fLrvQqOIz9do","Falls within","585"
"On or near Giltspur Street","phyFp9i5uImP","Location","585"
"City of London Police","fLrvQqOIz9do","Reported by","586"
"City of London Police","fLrvQqOIz9do","Falls within","586"
"On or near Dorset Buildings","Nwm+TZaJfUmW","Location","586"
"City of London Police","fLrvQqOIz9do","Reported by","587"
"City of London Police","fLrvQqOIz9do","Falls within","587"
"On or near Giltspur Street","phyFp9i5uImP","Location","587"
"City of London Police","fLrvQqOIz9do","Reported by","588"
"City of London Police","fLrvQqOIz9do","Falls within","588"
"On or near City Thameslink","9F4S29H6wR+O","Location","588"
"City of London Police","fLrvQqOIz9do","Reported by","589"
"City of London Police","fLrvQqOIz9do","Falls within","589"
"On or near Newbury Street","fc1Bci/IlPPS","Location","589"
"City of London Police","fLrvQqOIz9do","Reported by","590"
"City of London Police","fLrvQqOIz9do","Falls within","590"
"On or near Pageantmaster Court","d8nINMj/5/wo","Location","590"
"City of London Police","fLrvQqOIz9do","Reported by","591"
"City of London Police","fLrvQqOIz9do","Falls within","591"
"On or near Kingscote Street","CxC6tFREXULb","Location","591"
"City of London Police","fLrvQqOIz9do","Reported by","592"
"City of London Police","fLrvQqOIz9do","Falls within","592"
"On or near Kingscote Street","CxC6tFREXULb","Location","592"
"City of London Police","fLrvQqOIz9do","Reported by","593"
"City of London Police","fLrvQqOIz9do","Falls within","593"
"On or near Kingscote Street","CxC6tFREXULb","Location","593"
"City of London Police","fLrvQqOIz9do","Reported by","594"
"City of London Police","fLrvQqOIz9do","Falls within","594"
"On or near Kingscote Street","CxC6tFREXULb","Location","594"
"City of London Police","fLrvQqOIz9do","Reported by","595"
"City of London Police","fLrvQqOIz9do","Falls within","595"
"On or near Conference/Exhibition Centre","crNzIDeKqBqO","Location","595"
"City of London Police","fLrvQqOIz9do","Reported by","596"
"City of London Police","fLrvQqOIz9do","Falls within","596"
"On or near Police Station","p4DsdPMvBuWJ","Location","596"
"City of London Police","fLrvQqOIz9do","Reported by","597"
"City of London Police","fLrvQqOIz9do","Falls within","597"
"On or near Temple Avenue","G8Y+Tl5ySPNl","Location","597"
"City of London Police","fLrvQqOIz9do","Reported by","598"
"City of London Police","fLrvQqOIz9do","Falls within","598"
"On or near Bride Lane","tI89gLY9NBfx","Location","598"
"City of London Police","fLrvQqOIz9do","Reported by","599"
"City of London Police","fLrvQqOIz9do","Falls within","599"
"On or near Southampton Buildings","P77DQE5SDy64","Location","599"
"City of London Police","fLrvQqOIz9do","Reported by","600"
"City of London Police","fLrvQqOIz9do","Falls within","600"
"On or near Kingscote Street","CxC6tFREXULb","Location","600"
"City of London Police","fLrvQqOIz9do","Reported by","601"
"City of London Police","fLrvQqOIz9do","Falls within","601"
"On or near Kingscote Street","CxC6tFREXULb","Location","601"
"City of London Police","fLrvQqOIz9do","Reported by","602"
"City of London Police","fLrvQqOIz9do","Falls within","602"
"On or near Conference/Exhibition Centre","crNzIDeKqBqO","Location","602"
"City of London Police","fLrvQqOIz9do","Reported by","603"
"City of London Police","fLrvQqOIz9do","Falls within","603"
"On or near Took'S Court","4xfUnltz8Ry0","Location","603"
"City of London Police","fLrvQqOIz9do","Reported by","604"
"City of London Police","fLrvQqOIz9do","Falls within","604"
"On or near Conference/Exhibition Centre","crNzIDeKqBqO","Location","604"
"City of London Police","fLrvQqOIz9do","Reported by","605"
"City of London Police","fLrvQqOIz9do","Falls within","605"
"On or near Temple Avenue","G8Y+Tl5ySPNl","Location","605"
"City of London Police","fLrvQqOIz9do","Reported by","606"
"City of London Police","fLrvQqOIz9do","Falls within","606"
"On or near Grand Avenue","xZKundWZ/iHJ","Location","606"
"City of London Police","fLrvQqOIz9do","Reported by","607"
"City of London Police","fLrvQqOIz9do","Falls within","607"
"On or near Giltspur Street","phyFp9i5uImP","Location","607"
"City of London Police","fLrvQqOIz9do","Reported by","608"
"City of London Police","fLrvQqOIz9do","Falls within","608"
"On or near Southampton Buildings","P77DQE5SDy64","Location","608"
"City of London Police","fLrvQqOIz9do","Reported by","609"
"City of London Police","fLrvQqOIz9do","Falls within","609"
"On or near Kingscote Street","CxC6tFREXULb","Location","609"
"City of London Police","fLrvQqOIz9do","Reported by","610"
"City of London Police","fLrvQqOIz9do","Falls within","610"
"On or near Holborn","vOBhrXUu0TNA","Location","610"
"City of London Police","fLrvQqOIz9do","Reported by","611"
"City of London Police","fLrvQqOIz9do","Falls within","611"
"On or near Printer Street","QR+vNWOFmQE1","Location","611"
"City of London Police","fLrvQqOIz9do","Reported by","612"
"City of London Police","fLrvQqOIz9do","Falls within","612"
"On or near Cloth Fair","y2jTDZgNMUj/","Location","612"
"City of London Police","fLrvQqOIz9do","Reported by","613"
"City of London Police","fLrvQqOIz9do","Falls within","613"
"On or near Smithfield Street","NKlYXXdv9c3Q","Location","613"
"City of London Police","fLrvQqOIz9do","Reported by","614"
"City of London Police","fLrvQqOIz9do","Falls within","614"
"On or near Cursitor Street","8ZzHKlUk3rkV","Location","614"
"City of London Police","fLrvQqOIz9do","Reported by","615"
"City of London Police","fLrvQqOIz9do","Falls within","615"
"On or near Middle Temple Lane","uwu8uC1bz41M","Location","615"
"City of London Police","fLrvQqOIz9do","Reported by","616"
"City of London Police","fLrvQqOIz9do","Falls within","616"
"On or near Smithfield Street","NKlYXXdv9c3Q","Location","616"
"City of London Police","fLrvQqOIz9do","Reported by","617"
"City of London Police","fLrvQqOIz9do","Falls within","617"
"On or near Temple Avenue","G8Y+Tl5ySPNl","Location","617"
"City of London Police","fLrvQqOIz9do","Reported by","618"
"City of London Police","fLrvQqOIz9do","Falls within","618"
"On or near Furnival Street","oTv0YYMhJMAE","Location","618"
"City of London Police","fLrvQqOIz9do","Reported by","619"
"City of London Police","fLrvQqOIz9do","Falls within","619"
"On or near Cloth Street","QDa0P1QeWVjP","Location","619"
"City of London Police","fLrvQqOIz9do","Reported by","620"
"City of London Police","fLrvQqOIz9do","Falls within","620"
"On or near Temple Avenue","G8Y+Tl5ySPNl","Location","620"
"City of London Police","fLrvQqOIz9do","Reported by","621"
"City of London Police","fLrvQqOIz9do","Falls within","621"
"On or near Giltspur Street","phyFp9i5uImP","Location","621"
"City of London Police","fLrvQqOIz9do","Reported by","622"
"City of London Police","fLrvQqOIz9do","Falls within","622"
"On or near Bartholomew Close","hCDCBuEK3SBZ","Location","622"
"City of London Police","fLrvQqOIz9do","Reported by","623"
"City of London Police","fLrvQqOIz9do","Falls within","623"
"On or near Temple Avenue","G8Y+Tl5ySPNl","Location","623"
"City of London Police","fLrvQqOIz9do","Reported by","624"
"City of London Police","fLrvQqOIz9do","Falls within","624"
"On or near Alexandra Road","2uHuijSqr1mE","Location","624"
"City of London Police","fLrvQqOIz9do","Reported by","625"
"City of London Police","fLrvQqOIz9do","Falls within","625"
"On or near Appold Street","jvYXDSM13lv+","Location","625"
"City of London Police","fLrvQqOIz9do","Reported by","626"
"City of London Police","fLrvQqOIz9do","Falls within","626"
"On or near Earl Street","WApDPY1NMGDs","Location","626"
"City of London Police","fLrvQqOIz9do","Reported by","627"
"City of London Police","fLrvQqOIz9do","Falls within","627"
"On or near Earl Street","WApDPY1NMGDs","Location","627"
"City of London Police","fLrvQqOIz9do","Reported by","628"
"City of London Police","fLrvQqOIz9do","Falls within","628"
"On or near Palace Mews","eJVrruhm3yrw","Location","628"
"City of London Police","fLrvQqOIz9do","Reported by","629"
"City of London Police","fLrvQqOIz9do","Falls within","629"
"On or near Brockey Close","v7ysAZB2wulJ","Location","629"
"City of London Police","fLrvQqOIz9do","Reported by","630"
"City of London Police","fLrvQqOIz9do","Falls within","630"
"On or near Supermarket","R0V5P6N9Gx/1","Location","630"
"City of London Police","fLrvQqOIz9do","Reported by","631"
"City of London Police","fLrvQqOIz9do","Falls within","631"
"On or near Carthusian Street","G+rOE95B/ZLV","Location","631"
"City of London Police","fLrvQqOIz9do","Reported by","632"
"City of London Police","fLrvQqOIz9do","Falls within","632"
"On or near Parking Area","fYKCWrLNHNL/","Location","632"
"City of London Police","fLrvQqOIz9do","Reported by","633"
"City of London Police","fLrvQqOIz9do","Falls within","633"
"On or near Sudrey Street","29ohe8qd9ATA","Location","633"
"City of London Police","fLrvQqOIz9do","Reported by","634"
"City of London Police","fLrvQqOIz9do","Falls within","634"
"On or near Glengall Road","FE5srQTHf4it","Location","634"
"City of London Police","fLrvQqOIz9do","Reported by","635"
"City of London Police","fLrvQqOIz9do","Falls within","635"
"On or near Milden Gardens","W8wE4/BWfmAF","Location","635"
"City of London Police","fLrvQqOIz9do","Reported by","636"
"City of London Police","fLrvQqOIz9do","Falls within","636"
"On or near Police Station","p4DsdPMvBuWJ","Location","636"
"City of London Police","fLrvQqOIz9do","Reported by","637"
"City of London Police","fLrvQqOIz9do","Falls within","637"
"On or near Redchurch Street","EeeVnBusf/sF","Location","637"
"City of London Police","fLrvQqOIz9do","Reported by","638"
"City of London Police","fLrvQqOIz9do","Falls within","638"
"On or near Furze Street","kPC0Qo2ZRjAS","Location","638"
"City of London Police","fLrvQqOIz9do","Reported by","639"
"City of London Police","fLrvQqOIz9do","Falls within","639"
"On or near Shopping Area","fzK/HvsYVthT","Location","639"
"City of London Police","fLrvQqOIz9do","Reported by","640"
"City of London Police","fLrvQqOIz9do","Falls within","640"
"On or near Shopping Area","fzK/HvsYVthT","Location","640"
"City of London Police","fLrvQqOIz9do","Reported by","641"
"City of London Police","fLrvQqOIz9do","Falls within","641"
"On or near Shopping Area","fzK/HvsYVthT","Location","641"
"City of London Police","fLrvQqOIz9do","Reported by","642"
"City of London Police","fLrvQqOIz9do","Falls within","642"
"On or near Buckle Street","1oXTEr8gqwdL","Location","642"
"City of London Police","fLrvQqOIz9do","Reported by","643"
"City of London Police","fLrvQqOIz9do","Falls within","643"
"On or near Morris Street","ewfivN+Bj98L","Location","643"
"City of London Police","fLrvQqOIz9do","Reported by","644"
"City of London Police","fLrvQqOIz9do","Falls within","644"
"On or near Virginia Street","/tmxd5fN2K87","Location","644"
"City of London Police","fLrvQqOIz9do","Reported by","645"
"City of London Police","fLrvQqOIz9do","Falls within","645"
"On or near Tower Bridge Approach","wuNs649Dc6jV","Location","645"
"City of London Police","fLrvQqOIz9do","Reported by","646"
"City of London Police","fLrvQqOIz9do","Falls within","646"
"On or near West Street","RY/mtnn/ju7K","Location","646"
"City of London Police","fLrvQqOIz9do","Reported by","647"
"City of London Police","fLrvQqOIz9do","Falls within","647"
"On or near Surrey Street","NAv/jLT3z8Id","Location","647"
"City of London Police","fLrvQqOIz9do","Reported by","648"
"City of London Police","fLrvQqOIz9do","Falls within","648"
"On or near Strand","AlL2xuCFDyEN","Location","648"
"City of London Police","fLrvQqOIz9do","Reported by","649"
"City of London Police","fLrvQqOIz9do","Falls within","649"
"On or near Wellington Street","+ehHvoaKc1N0","Location","649"
"City of London Police","fLrvQqOIz9do","Reported by","650"
"City of London Police","fLrvQqOIz9do","Falls within","650"
"On or near Essex Street","LJvL5BCYNB+m","Location","650"
"City of London Police","fLrvQqOIz9do","Reported by","651"
"City of London Police","fLrvQqOIz9do","Falls within","651"
"On or near Elgar Avenue","pnVgKix8PTt+","Location","651"
"City of London Police","fLrvQqOIz9do","Reported by","652"
"City of London Police","fLrvQqOIz9do","Falls within","652"
"No Location","6PGZJQMZAi2n","Location","652"
"City of London Police","fLrvQqOIz9do","Reported by","653"
"City of London Police","fLrvQqOIz9do","Falls within","653"
"No Location","6PGZJQMZAi2n","Location","653"
"City of London Police","fLrvQqOIz9do","Reported by","654"
"City of London Police","fLrvQqOIz9do","Falls within","654"
"No Location","6PGZJQMZAi2n","Location","654"
"City of London Police","fLrvQqOIz9do","Reported by","655"
"City of London Police","fLrvQqOIz9do","Falls within","655"
"No Location","6PGZJQMZAi2n","Location","655"
"City of London Police","fLrvQqOIz9do","Reported by","656"
"City of London Police","fLrvQqOIz9do","Falls within","656"
"No Location","6PGZJQMZAi2n","Location","656"
"City of London Police","fLrvQqOIz9do","Reported by","657"
"City of London Police","fLrvQqOIz9do","Falls within","657"
"No Location","6PGZJQMZAi2n","Location","657"
"City of London Police","fLrvQqOIz9do","Reported by","658"
"City of London Police","fLrvQqOIz9do","Falls within","658"
"No Location","6PGZJQMZAi2n","Location","658"
"City of London Police","fLrvQqOIz9do","Reported by","659"
"City of London Police","fLrvQqOIz9do","Falls within","659"
"No Location","6PGZJQMZAi2n","Location","659"
"City of London Police","fLrvQqOIz9do","Reported by","660"
"City of London Police","fLrvQqOIz9do","Falls within","660"
"No Location","6PGZJQMZAi2n","Location","660"
"City of London Police","fLrvQqOIz9do","Reported by","661"
"City of London Police","fLrvQqOIz9do","Falls within","661"
"No Location","6PGZJQMZAi2n","Location","661"
"City of London Police","fLrvQqOIz9do","Reported by","662"
"City of London Police","fLrvQqOIz9do","Falls within","662"
"No Location","6PGZJQMZAi2n","Location","662"
"City of London Police","fLrvQqOIz9do","Reported by","663"
"City of London Police","fLrvQqOIz9do","Falls within","663"
"No Location","6PGZJQMZAi2n","Location","663"
"City of London Police","fLrvQqOIz9do","Reported by","664"
"City of London Police","fLrvQqOIz9do","Falls within","664"
"No Location","6PGZJQMZAi2n","Location","664"
"City of London Police","fLrvQqOIz9do","Reported by","665"
"City of London Police","fLrvQqOIz9do","Falls within","665"
"No Location","6PGZJQMZAi2n","Location","665"
"City of London Police","fLrvQqOIz9do","Reported by","666"
"City of London Police","fLrvQqOIz9do","Falls within","666"
"No Location","6PGZJQMZAi2n","Location","666"
